2016-03-16 23:32:09 INFO  Verify:23 - Element By.id: j_username is visible
2016-03-16 23:32:10 INFO  Elements:48 - The textveda.maker has been inputted successfully.
2016-03-16 23:32:10 INFO  Verify:23 - Element By.id: j_password is visible
2016-03-16 23:32:10 INFO  Elements:48 - The textViteos321 has been inputted successfully.
2016-03-16 23:32:12 INFO  Elements:100 - The element By.xpath: //button[contains(text(),'Login')] has been clicked successfully
2016-03-16 23:32:12 INFO  Wait:39 - element By.xpath: //li[@id='header_notification_bar']//following-sibling::li/a is visible after waiting.
2016-03-16 23:32:14 INFO  Wait:39 - element By.xpath: //ul[@class='nav navbar-nav']//a[contains(text(),'TRADES')] is visible after waiting.
2016-03-16 23:32:14 INFO  Verify:23 - Element By.xpath: //ul[@class='nav navbar-nav']//a[contains(text(),'TRADES')] is visible
2016-03-16 23:32:14 INFO  Elements:17 - The Element By.xpath: //ul[@class='nav navbar-nav']//a[contains(text(),'TRADES')] is visible and can be used
2016-03-16 23:32:14 INFO  UserActions:24 - The mouse over operation on By.xpath: //ul[@class='nav navbar-nav']//a[contains(text(),'TRADES')] has been performed successfully.
2016-03-16 23:32:14 INFO  Wait:39 - element By.xpath: //ul[@class='nav navbar-nav']//a[contains(text(),'TRADES')]//parent::li[@class='menu-dropdown classic-menu-dropdown open' or @class='menu-dropdown classic-menu-dropdown  active open' or @class='menu-dropdown classic-menu-dropdown active open'] is visible after waiting.
2016-03-16 23:32:15 INFO  Elements:100 - The element By.xpath: //a[contains(text(),'TRADES')]//parent::li[@class='menu-dropdown classic-menu-dropdown open' or @class='menu-dropdown classic-menu-dropdown  active open'or @class='menu-dropdown classic-menu-dropdown active open']//a[normalize-space(text())='Redemption'] has been clicked successfully
2016-03-16 23:32:15 INFO  Wait:39 - element By.xpath: //ul[@class='page-breadcrumb pull-right']/*[text()='Redemption'] is visible after waiting.
2016-03-16 23:32:15 INFO  Wait:39 - element By.xpath: //label[normalize-space()='Request Details'] is visible after waiting.
