2016-04-29 19:03:29 INFO  Verify:23 - Element By.id: j_username is visible
2016-04-29 19:03:30 INFO  Elements:48 - The textveda.checker has been inputted successfully.
2016-04-29 19:03:30 INFO  Verify:23 - Element By.id: j_password is visible
2016-04-29 19:03:30 INFO  Elements:48 - The textViteos321 has been inputted successfully.
2016-04-29 19:03:32 INFO  Elements:100 - The element By.xpath: //button[contains(text(),'Login')] has been clicked successfully
2016-04-29 19:03:32 INFO  Wait:39 - element By.xpath: //li[@id='header_notification_bar']//following-sibling::li/a is visible after waiting.
2016-04-29 19:03:34 INFO  Wait:39 - element By.xpath: //i[contains(@class, 'icon-home')] is visible after waiting.
2016-04-29 19:03:34 INFO  Verify:23 - Element By.xpath: //i[contains(@class, 'icon-home')] is visible
2016-04-29 19:03:35 INFO  Elements:87 - The button By.xpath: //i[contains(@class, 'icon-home')] has been clicked successfully
2016-04-29 19:03:35 INFO  Elements:100 - The element By.xpath: //a[@href='#' and contains(text(),'Transactions')] has been clicked successfully
2016-04-29 19:03:35 INFO  Elements:100 - The element By.xpath: //a[@href='#tra_1'] has been clicked successfully
2016-04-29 19:03:35 INFO  Wait:39 - element By.xpath: //div[@id='filterrow.jqxgridTransactionToOperate']/div/div[1]//input is visible after waiting.
2016-04-29 19:03:35 INFO  Verify:23 - Element By.xpath: //div[@id='filterrow.jqxgridTransactionToOperate']/div/div[1]//input is visible
2016-04-29 19:03:35 INFO  Elements:48 - The textTRA2240 has been inputted successfully.
2016-04-29 19:03:36 INFO  Wait:39 - element By.xpath: //div[@id='contenttablejqxgridTransactionToOperate']/div[1]/div[1]//a[text()='TRA2240'] is visible after waiting.
2016-04-29 19:03:36 INFO  Wait:39 - element By.xpath: //div[@role='gridcell']//div[normalize-space(text())='Transaction_EXC']//..//parent::div[@role='row']//a[normalize-space(text())='TRA2240'] is visible after waiting.
2016-04-29 19:03:39 INFO  Elements:100 - The element By.xpath: //div[@role='gridcell']//div[normalize-space(text())='Transaction_EXC']//..//parent::div[@role='row']//a[normalize-space(text())='TRA2240'] has been clicked successfully
2016-04-29 19:03:50 INFO  Wait:23 - element By.xpath: //div//button[2][contains(@onclick, 'CRCancelReject')] is present after waiting.
2016-04-29 19:03:57 INFO  Elements:100 - The element By.xpath: //div//button[2][contains(@onclick, 'CRCancelReject')] has been clicked successfully
2016-04-29 19:04:00 INFO  Wait:39 - element By.xpath: //div[@class='alert alert-success'] is visible after waiting.
2016-04-29 19:04:07 INFO  Verify:23 - Element By.xpath: //li[@class='dropdown dropdown-user'] is visible
2016-04-29 19:04:07 INFO  Elements:17 - The Element By.xpath: //li[@class='dropdown dropdown-user'] is visible and can be used
2016-04-29 19:04:07 INFO  UserActions:24 - The mouse over operation on By.xpath: //li[@class='dropdown dropdown-user'] has been performed successfully.
2016-04-29 19:04:07 INFO  Elements:100 - The element By.xpath: //a[@href='/veda2/veda2/j_spring_security_logout'] has been clicked successfully
