2016-03-31 13:36:30 INFO  Verify:23 - Element By.id: j_username is visible
2016-03-31 13:36:31 INFO  Elements:48 - The textveda.checker has been inputted successfully.
2016-03-31 13:36:31 INFO  Verify:23 - Element By.id: j_password is visible
2016-03-31 13:36:31 INFO  Elements:48 - The textViteos321 has been inputted successfully.
2016-03-31 13:36:33 INFO  Elements:100 - The element By.xpath: //button[contains(text(),'Login')] has been clicked successfully
2016-03-31 13:36:33 INFO  Wait:39 - element By.xpath: //li[@id='header_notification_bar']//following-sibling::li/a is visible after waiting.
2016-03-31 13:36:36 INFO  Wait:39 - element By.xpath: //i[contains(@class, 'icon-home')] is visible after waiting.
2016-03-31 13:36:36 INFO  Verify:23 - Element By.xpath: //i[contains(@class, 'icon-home')] is visible
2016-03-31 13:36:38 INFO  Elements:87 - The button By.xpath: //i[contains(@class, 'icon-home')] has been clicked successfully
2016-03-31 13:36:38 INFO  Elements:100 - The element By.xpath: //a[@href='#' and contains(text(),'Transactions')] has been clicked successfully
2016-03-31 13:36:38 INFO  Elements:100 - The element By.xpath: //a[@href='#tra_1'] has been clicked successfully
2016-03-31 13:36:38 INFO  Wait:39 - element By.xpath: //div[@id='filterrow.jqxgridTransactionToOperate']/div/div[1]//input is visible after waiting.
2016-03-31 13:36:38 INFO  Verify:23 - Element By.xpath: //div[@id='filterrow.jqxgridTransactionToOperate']/div/div[1]//input is visible
2016-03-31 13:36:38 INFO  Elements:48 - The textTRA0102 has been inputted successfully.
2016-03-31 13:36:38 INFO  Wait:39 - element By.xpath: //div[@id='contenttablejqxgridTransactionToOperate']/div[1]/div[1]//a[text()='TRA0102'] is visible after waiting.
2016-03-31 13:36:38 INFO  Verify:23 - Element By.xpath: //div[contains(@id,'contenttable') and contains(@id,'TransactionToOperate')]/div/div[5]/div is visible
2016-03-31 13:36:38 INFO  Elements:31 - The xpath count of the element By.xpath: //div[contains(@id,'contenttable') and contains(@id,'TransactionToOperate')]/div/div[5]/div is 20
2016-03-31 13:36:38 INFO  Verify:23 - Element By.xpath: //div[contains(@id,'contenttable') and contains(@id,'TransactionToOperate')]/div[1]/div[5]/div is visible
2016-03-31 13:36:38 WARN  Elements:198 - The text Transaction_EXC from the element By.xpath: //div[contains(@id,'contenttable') and contains(@id,'TransactionToOperate')]/div[1]/div[5]/div is retrieved
2016-03-31 13:36:44 INFO  Elements:100 - The element By.xpath: //div[contains(@id,'contenttable') and contains(@id,'TransactionToOperate')]/div[1]/div[1]//a[text()='TRA0102'] has been clicked successfully
2016-03-31 13:36:51 WARN  Wait:43 - element By.xpath: //span[@class='badge badge-danger' and normalize-space()='1']//..//following-sibling::div//a[@class='expand'] is not present after waiting 3 secs.
2016-03-31 13:36:51 INFO  Wait:39 - element By.xpath: //span[@class='badge badge-danger' and normalize-space()='1']//..//following-sibling::div//a[@class='collapse'] is visible after waiting.
2016-03-31 13:36:51 INFO  Wait:39 - element By.xpath: //input[@id='requestDate'] is visible after waiting.
2016-03-31 13:36:51 INFO  Verify:35 - Element By.xpath: //input[@id='requestDate'] is present in DOM
2016-03-31 13:36:51 WARN  Elements:180 - The element By.xpath: //input[@id='requestDate'] has value '03/30/2016' for attribute value
2016-03-31 13:36:51 INFO  Verify:35 - Element By.id: requestTime is present in DOM
2016-03-31 13:36:51 WARN  Elements:180 - The element By.id: requestTime has value '4:05 PM' for attribute value
2016-03-31 13:36:51 INFO  Verify:35 - Element By.xpath: //label[contains(text(),'Mode of Request')]//following-sibling::input is present in DOM
2016-03-31 13:36:51 WARN  Elements:180 - The element By.xpath: //label[contains(text(),'Mode of Request')]//following-sibling::input has value 'Email' for attribute value
2016-03-31 13:36:56 WARN  Wait:43 - element By.xpath: //span[@class='badge badge-danger' and normalize-space()='2']//..//following-sibling::div//a[@class='expand'] is not present after waiting 3 secs.
2016-03-31 13:36:56 INFO  Wait:39 - element By.xpath: //span[@class='badge badge-danger' and normalize-space()='2']//..//following-sibling::div//a[@class='collapse'] is visible after waiting.
2016-03-31 13:36:56 INFO  Verify:35 - Element By.xpath: //div[@data-original-title='Investor Name']/input is present in DOM
2016-03-31 13:36:56 WARN  Elements:180 - The element By.xpath: //div[@data-original-title='Investor Name']/input has value 'Athena Stonehorse Fund, Ltd' for attribute value
2016-03-31 13:36:56 INFO  Verify:35 - Element By.xpath: //div[@data-original-title='Holder Name']/input is present in DOM
2016-03-31 13:36:56 WARN  Elements:180 - The element By.xpath: //div[@data-original-title='Holder Name']/input has value 'Athena Stonehorse Fund, Ltd' for attribute value
2016-03-31 13:36:56 INFO  Verify:35 - Element By.xpath: //div[@data-original-title='Account ID']/input is present in DOM
2016-03-31 13:36:56 WARN  Elements:180 - The element By.xpath: //div[@data-original-title='Account ID']/input has value 'AC00000001' for attribute value
2016-03-31 13:37:00 WARN  Wait:43 - element By.xpath: //span[@class='badge badge-danger' and normalize-space()='3']//..//following-sibling::div//a[@class='expand'] is not present after waiting 3 secs.
2016-03-31 13:37:00 INFO  Wait:39 - element By.xpath: //span[@class='badge badge-danger' and normalize-space()='3']//..//following-sibling::div//a[@class='collapse'] is visible after waiting.
2016-03-31 13:37:00 INFO  Verify:35 - Element By.xpath: //div[@data-original-title='Client Name']/input is present in DOM
2016-03-31 13:37:00 WARN  Elements:180 - The element By.xpath: //div[@data-original-title='Client Name']/input has value 'Connective Capital' for attribute value
2016-03-31 13:37:01 INFO  Verify:35 - Element By.xpath: //div[@data-original-title='Fund Family Name']/input is present in DOM
2016-03-31 13:37:01 WARN  Elements:180 - The element By.xpath: //div[@data-original-title='Fund Family Name']/input has value 'Connective Capital I Master Fund Ltd' for attribute value
2016-03-31 13:37:01 INFO  Verify:35 - Element By.xpath: //div[@data-original-title='Legal Entity Name']/input is present in DOM
2016-03-31 13:37:01 WARN  Elements:180 - The element By.xpath: //div[@data-original-title='Legal Entity Name']/input has value 'Connective Capital I Offshore Fund Ltd' for attribute value
2016-03-31 13:37:01 INFO  Verify:35 - Element By.xpath: //div[@data-original-title='Class Name']/input is present in DOM
2016-03-31 13:37:01 WARN  Elements:180 - The element By.xpath: //div[@data-original-title='Class Name']/input has value 'Class A' for attribute value
2016-03-31 13:37:01 INFO  Verify:35 - Element By.xpath: //div[@data-original-title='Series Name']/input is present in DOM
2016-03-31 13:37:01 WARN  Elements:180 - The element By.xpath: //div[@data-original-title='Series Name']/input has value 'Series 1105' for attribute value
2016-03-31 13:37:05 WARN  Wait:43 - element By.xpath: //span[@class='badge badge-danger' and normalize-space()='4']//..//following-sibling::div//a[@class='expand'] is not present after waiting 3 secs.
2016-03-31 13:37:05 INFO  Wait:39 - element By.xpath: //span[@class='badge badge-danger' and normalize-space()='4']//..//following-sibling::div//a[@class='collapse'] is visible after waiting.
2016-03-31 13:37:05 INFO  Verify:35 - Element By.xpath: //div[contains(normalize-space(),'To Fund Details')]/span//parent::div//parent::div//following::div[@class='portlet-body form']//div[@data-original-title='Client Name']/input is present in DOM
2016-03-31 13:37:05 WARN  Elements:180 - The element By.xpath: //div[contains(normalize-space(),'To Fund Details')]/span//parent::div//parent::div//following::div[@class='portlet-body form']//div[@data-original-title='Client Name']/input has value 'Connective Capital' for attribute value
2016-03-31 13:37:05 INFO  Verify:35 - Element By.xpath: //div[contains(normalize-space(),'To Fund Details')]/span//parent::div//parent::div//following::div[@class='portlet-body form']//div[@data-original-title='Fund Family Name']/input is present in DOM
2016-03-31 13:37:05 WARN  Elements:180 - The element By.xpath: //div[contains(normalize-space(),'To Fund Details')]/span//parent::div//parent::div//following::div[@class='portlet-body form']//div[@data-original-title='Fund Family Name']/input has value 'Connective Capital I Master Fund Ltd' for attribute value
2016-03-31 13:37:05 INFO  Verify:35 - Element By.xpath: //div[contains(normalize-space(),'To Fund Details')]/span//parent::div//parent::div//following::div[@class='portlet-body form']//div[@data-original-title='Legal Entity Name']/input is present in DOM
2016-03-31 13:37:05 WARN  Elements:180 - The element By.xpath: //div[contains(normalize-space(),'To Fund Details')]/span//parent::div//parent::div//following::div[@class='portlet-body form']//div[@data-original-title='Legal Entity Name']/input has value 'Connective Capital I Offshore Fund Ltd' for attribute value
2016-03-31 13:37:05 INFO  Verify:35 - Element By.xpath: //div[contains(normalize-space(),'To Fund Details')]/span//parent::div//parent::div//following::div[@class='portlet-body form']//div[@data-original-title='Class Name']/input is present in DOM
2016-03-31 13:37:05 WARN  Elements:180 - The element By.xpath: //div[contains(normalize-space(),'To Fund Details')]/span//parent::div//parent::div//following::div[@class='portlet-body form']//div[@data-original-title='Class Name']/input has value 'Class C' for attribute value
2016-03-31 13:37:05 INFO  Verify:35 - Element By.xpath: //div[contains(normalize-space(),'To Fund Details')]/span//parent::div//parent::div//following::div[@class='portlet-body form']//div[@data-original-title='Series Name']/input is present in DOM
2016-03-31 13:37:05 WARN  Elements:180 - The element By.xpath: //div[contains(normalize-space(),'To Fund Details')]/span//parent::div//parent::div//following::div[@class='portlet-body form']//div[@data-original-title='Series Name']/input has value 'Series1212' for attribute value
2016-03-31 13:39:45 WARN  Wait:43 - element By.xpath: //span[@class='badge badge-danger' and normalize-space()='5']//..//following-sibling::div//a[@class='expand'] is not present after waiting 3 secs.
2016-03-31 13:39:45 INFO  Wait:39 - element By.xpath: //span[@class='badge badge-danger' and normalize-space()='5']//..//following-sibling::div//a[@class='collapse'] is visible after waiting.
2016-03-31 13:39:46 INFO  Wait:23 - element By.xpath: //label[contains(text(),'Full Exchange')]//following-sibling::div//label[contains(text(),'No')]//span[@class='checked']/input is present after waiting.
2016-03-31 13:39:46 INFO  Verify:35 - Element By.xpath: //input[@id='effectiveDate'] is present in DOM
2016-03-31 13:39:46 WARN  Elements:180 - The element By.xpath: //input[@id='effectiveDate'] has value '04/04/2016' for attribute value
2016-03-31 13:39:46 INFO  Wait:23 - element By.xpath: //span[@class='checked']/input[@id='amountShare1'] is present after waiting.
2016-03-31 13:39:46 INFO  Verify:35 - Element By.xpath: //input[@id='amountValue'] is present in DOM
2016-03-31 13:39:46 WARN  Elements:180 - The element By.xpath: //input[@id='amountValue'] has value '1,000' for attribute value
2016-03-31 13:39:46 INFO  Verify:23 - Element By.xpath: //label[contains(text(),'NAV Date')]//following-sibling::label is visible
2016-03-31 13:39:46 WARN  Elements:198 - The text 30-Apr-2013 from the element By.xpath: //label[contains(text(),'NAV Date')]//following-sibling::label is retrieved
2016-03-31 13:39:57 WARN  Wait:43 - element By.xpath: //span[@class='badge badge-danger' and normalize-space()='6']//..//following-sibling::div//a[@class='expand'] is not present after waiting 3 secs.
2016-03-31 13:39:57 INFO  Wait:39 - element By.xpath: //span[@class='badge badge-danger' and normalize-space()='6']//..//following-sibling::div//a[@class='collapse'] is visible after waiting.
2016-03-31 13:40:03 INFO  Wait:39 - element By.xpath: //tr//td//div[contains(@id,'uniform-check')] is visible after waiting.
2016-03-31 13:40:04 INFO  Verify:23 - Element By.xpath: //tr//td//div[contains(@id,'uniform-check')] is visible
2016-03-31 13:40:04 INFO  Elements:31 - The xpath count of the element By.xpath: //tr//td//div[contains(@id,'uniform-check')] is 1
2016-03-31 13:40:06 INFO  Verify:23 - Element By.xpath: //div[@class='sub-caption' and contains(normalize-space(),'Available Balance')]//parent::div//following::div//table//tbody//tr[1]/td[11] is visible
2016-03-31 13:40:06 WARN  Elements:198 - The text 1,000 from the element By.xpath: //div[@class='sub-caption' and contains(normalize-space(),'Available Balance')]//parent::div//following::div//table//tbody//tr[1]/td[11] is retrieved
2016-03-31 13:40:08 INFO  Verify:23 - Element By.xpath: //div[@class='sub-caption' and contains(normalize-space(),'Available Balance')]//parent::div//following::div//table//tbody//tr[1]/td[12] is visible
2016-03-31 13:40:08 WARN  Elements:198 - The text 1 from the element By.xpath: //div[@class='sub-caption' and contains(normalize-space(),'Available Balance')]//parent::div//following::div//table//tbody//tr[1]/td[12] is retrieved
2016-03-31 13:40:25 INFO  Verify:23 - Element By.xpath: //tr//td//div[contains(@id,'uniform-check')] is visible
2016-03-31 13:40:25 INFO  Elements:31 - The xpath count of the element By.xpath: //tr//td//div[contains(@id,'uniform-check')] is 1
2016-03-31 13:40:25 INFO  Verify:23 - Element By.xpath: //div[@class='sub-caption' and contains(normalize-space(),'Available Balance')]//parent::div//following::div//table//tbody//tr[1]//td[5]/span is visible
2016-03-31 13:40:25 WARN  Elements:198 - The text 220533.99 from the element By.xpath: //div[@class='sub-caption' and contains(normalize-space(),'Available Balance')]//parent::div//following::div//table//tbody//tr[1]//td[5]/span is retrieved
